"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"994","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1765",NA
"995","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1766",NA
"996","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq1782",NA
"997","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1736",NA
"998","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1787",NA
"999","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1788",NA
"1000","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1793",NA
"1001","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq1797",NA
"1002","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1800",NA
"1003","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1808","low"
"1004","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq1815",NA
"1005","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq1832",NA
"1006","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1858",NA
"1007","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq1862",NA
"1008","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1867",NA
"1009","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1869",NA
"1010","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq1875",NA
"1011","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1886",NA
"1012","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1890",NA
"1014","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1905",NA
"1016","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1921",NA
"1017","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1937",NA
"1018","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1957",NA
"1019","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq1959",NA
"1020","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1975",NA
"1021","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq1980","low"
"1022","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1861",NA
"1023","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2005",NA
"1024","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2007",NA
"1025","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2013",NA
"1026","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2015",NA
"1027","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2020",NA
"1029","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1919",NA
"1033","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2083",NA
"1034","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2086",NA
"1035","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq1925","low"
"1036","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2115",NA
"1039","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2160",NA
"1040","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2163",NA
"1041","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2166","low"
"1042","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2177",NA
"1043","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq2151",NA
"1046","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2037",NA
"1047","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2215",NA
"1048","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq2091",NA
"1050","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2244",NA
"1051","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2125",NA
"1052","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2289",NA
"1053","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2305",NA
"1054","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2309",NA
"1055","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2313","low"
"1056","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2325",NA
"1058","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq2341",NA
"1059","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2355",NA
"1060","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2359",NA
"1061","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2370",NA
"1062","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2386",NA
"1063","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2245","low"
"1064","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2387",NA
"1065","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2392",NA
"1066","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2422",NA
"1068","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq2436",NA
"1069","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2444",NA
"1070","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2448",NA
"1072","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2456",NA
"1073","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq2465",NA
"1075","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2497",NA
"1077","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq2354",NA
"1078","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2373",NA
"1079","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2529",NA
"1080","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2534",NA
"1082","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2546",NA
"1083","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2557",NA
"1084","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2558",NA
"1087","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq2586",NA
"1088","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq2587",NA
"1090","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2593",NA
"1091","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2402",NA
"1092","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq2423",NA
"1093","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2613",NA
"1094","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2624",NA
"1095","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2553",NA
"1096","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq2578",NA
"1097","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2655",NA
"1098","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2674",NA
"1099","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq2541",NA
"1100","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2677",NA
"1101","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2678",NA
"1102","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2689",NA
"1103","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2719",NA
"1104","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2725",NA
"1105","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2731",NA
"1106","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq2741","low"
"1107","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq2742",NA
"1108","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq2670",NA
"1109","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2728",NA
"1110","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2609",NA
"1111","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2753",NA
"1112","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq2764",NA
"1113","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq2775",NA
"1114","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2778",NA
"1115","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2779","low"
"1116","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq2791",NA
"1117","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2810",NA
"1118","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2818",NA
"1119","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2644",NA
"1120","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2850",NA
"1121","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2853",NA
"1122","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq2858",NA
"1123","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2859",NA
"1124","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq2880",NA
"1125","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq2709",NA
"1126","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2894",NA
"1127","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2904",NA
"1128","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2913",NA
"1129","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2920",NA
"1130","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq2938",NA
"1131","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2942",NA
"1133","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq2984",NA
"1136","Metazoa","Hemichordata",NA,NA,NA,NA,NA,"80_Match","sq3010",NA
"1137","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2910",NA
"1138","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3045",NA
"1140","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3048",NA
"1141","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq3068",NA
"1142","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3077",NA
"1143","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3069",NA
"1144","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3088",NA
"1146","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq2950",NA
"1147","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3123",NA
"1149","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3133",NA
"1150","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3162",NA
"1152","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3171",NA
"1154","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq3203",NA
"1155","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq3210","low"
"1156","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3212",NA
"1157","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3209",NA
"1158","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq3214",NA
"1159","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq3215",NA
"1160","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3221",NA
"1161","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3227",NA
"1162","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq3229",NA
"1163","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq3233",NA
"1164","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3236",NA
"1165","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq3245",NA
"1166","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3250",NA
"1167","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3126",NA
"1168","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3279",NA
"1169","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3288",NA
"1170","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3289",NA
"1172","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3300","low"
"1173","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3314",NA
"1174","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq3324",NA
"1175","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3326",NA
"1176","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3337",NA
"1177","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3352",NA
"1178","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3385","low"
"1179","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3387",NA
"1180","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3389",NA
"1181","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3418",NA
"1183","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3433",NA
"1185","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3440",NA
"1186","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3394",NA
"1190","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3455",NA
"1191","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq3251",NA
"1192","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3457",NA
"1193","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3462",NA
"1194","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3460",NA
"1195","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3471",NA
"1196","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq3495","high"
"1197","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3505",NA
"1199","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3322",NA
"1200","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3522",NA
"1201","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3536",NA
"1203","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3548",NA
"1204","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq3552",NA
"1205","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3426",NA
"1206","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3572",NA
"1207","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq3601","low"
"1208","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq3603",NA
"1209","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3604",NA
"1210","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq3487",NA
"1211","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3524",NA
"1212","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3615",NA
"1213","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3640",NA
"1214","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3642",NA
"1215","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3661",NA
"1216","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq3672",NA
"1217","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3578",NA
"1218","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3693",NA
"1220","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3720",NA
"1222","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq3730","high"
"1223","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3737",NA
"1224","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3740",NA
"1225","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3743",NA
"1226","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3584",NA
"1227","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3761",NA
"1228","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3764",NA
"1229","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3765",NA
"1231","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3773",NA
"1232","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3781",NA
"1233","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3802",NA
"1235","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3593",NA
"1236","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3809",NA
"1237","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3810",NA
"1241","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3843",NA
"1242","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3853",NA
"1244","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3883",NA
"1245","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3890",NA
"1247","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq3900",NA
"1248","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3909","low"
"1251","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3933",NA
"1252","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq3813",NA
"1253","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3979",NA
"1255","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq3823",NA
"1256","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq3998",NA
"1257","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4040",NA
"1258","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4042",NA
"1259","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4051",NA
"1260","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4060",NA
"1261","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4088",NA
"1263","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4127",NA
"1264","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq4145",NA
"1265","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4149",NA
"1266","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4158",NA
"1267","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq4170",NA
"1268","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4188",NA
"1269","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq4189",NA
"1270","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq4192",NA
"1271","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq4194",NA
"1272","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4199","low"
"1273","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4214",NA
"1274","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4216",NA
"1275","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq4219",NA
"1276","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4226",NA
"1277","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4233",NA
"1278","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4237",NA
"1279","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4244",NA
"1280","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq4090",NA
"1281","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4077",NA
"1282","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4255",NA
"1283","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4256",NA
"1284","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4098",NA
"1285","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4280",NA
"1286","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq4282",NA
"1287","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4285",NA
"1288","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4289",NA
"1289","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4099",NA
"1290","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4313",NA
"1292","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4323",NA
"1293","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4343","low"
"1294","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq4220",NA
"1295","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4373",NA
"1296","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4378",NA
"1297","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4376",NA
"1298","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4380","low"
"1299","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4388",NA
"1300","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4391",NA
"1301","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4392",NA
"1302","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4403",NA
"1303","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq4421",NA
"1304","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq4441",NA
"1307","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq4495",NA
"1308","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq4469",NA
"1309","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4520",NA
"1310","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4525",NA
"1312","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4546",NA
"1313","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq4341",NA
"1315","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4564",NA
"1316","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4570",NA
"1317","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq4576",NA
"1318","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4580",NA
"1320","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4633","low"
"1323","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4655",NA
"1324","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4658",NA
"1325","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4529",NA
"1326","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4695",NA
"1327","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4707",NA
"1328","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4711",NA
"1329","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq4708",NA
"1330","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4744",NA
"1331","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4745",NA
"1333","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq4762",NA
"1334","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4789",NA
"1335","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4799",NA
"1336","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4809",NA
"1337","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4810",NA
"1338","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4812",NA
"1339","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4819",NA
"1342","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4872",NA
"1343","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4702",NA
"1344","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4760",NA
"1345","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq4778",NA
"1346","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4897",NA
"1347","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4901",NA
"1348","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq4908",NA
"1349","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4913",NA
"1351","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq4940",NA
"1352","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq4942",NA
"1354","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq4948",NA
"1355","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq4961",NA
"1356","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4962",NA
"1359","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq4859",NA
"1360","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq5015",NA
"1361","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq4878",NA
"1362","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq5051",NA
"1363","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq5061",NA
"1364","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq4906",NA
